config,trial,map_type,b,N,m,d,limit,limit_over_mean,covered_states,coverage_fraction,stored_chains,truncated_chains,truncation_fraction,distinct_endpoints,mean_stored_transitions,theory_truncation_fraction
dp-d6-l256,23,random,16,65536,1024,6,256,4.000,8332,0.127136230469,881,143,0.139648437500,149,60.933031,0.017746279621
dp-d8-l256,23,des,16,65536,1024,8,256,1.000,7165,0.109329223633,689,335,0.327148437500,43,105.152395,0.367159754892
dp-d8-l256,23,random,16,65536,1024,8,256,1.000,8143,0.124252319336,810,214,0.208984375000,40,115.159259,0.367159754892
dp-d8-l512,23,des,16,65536,1024,8,512,2.000,7448,0.113647460938,715,309,0.301757812500,43,111.400000,0.134806285612
dp-d8-l512,23,random,16,65536,1024,8,512,2.000,9699,0.147994995117,950,74,0.072265625000,40,146.580000,0.134806285612
dp-d8-l1024,23,des,16,65536,1024,8,1024,4.000,7448,0.113647460938,715,309,0.301757812500,43,111.400000,0.018172734641
dp-d8-l1024,23,random,16,65536,1024,8,1024,4.000,9699,0.147994995117,950,74,0.072265625000,40,146.580000,0.018172734641
dp-d4-l16,24,des,16,65536,1024,4,16,1.000,3789,0.057815551758,664,360,0.351562500000,421,7.371988,0.356074130452
dp-d4-l16,24,random,16,65536,1024,4,16,1.000,3917,0.059768676758,678,346,0.337890625000,452,7.328909,0.356074130452
dp-d4-l32,24,des,16,65536,1024,4,32,2.000,6277,0.095779418945,875,149,0.145507812500,445,11.112000,0.126788786377
dp-d4-l32,24,random,16,65536,1024,4,32,2.000,6483,0.098922729492,908,116,0.113281250000,470,11.401982,0.126788786377
dp-d4-l64,24,des,16,65536,1024,4,64,4.000,7876,0.120178222656,1008,16,0.015625000000,447,15.319444,0.016075396351
dp-d4-l64,24,random,16,65536,1024,4,64,4.000,7688,0.117309570312,1010,14,0.013671875000,473,14.517822,0.016075396351
dp-d6-l64,24,des,16,65536,1024,6,64,1.000,6478,0.098846435547,682,342,0.333984375000,137,29.262463,0.364986524244
dp-d6-l64,24,random,16,65536,1024,6,64,1.000,6528,0.099609375000,738,286,0.279296875000,171,26.486450,0.364986524244
dp-d6-l128,24,des,16,65536,1024,6,128,2.000,9335,0.142440795898,942,82,0.080078125000,137,45.930998,0.133215162880
dp-d6-l128,24,random,16,65536,1024,6,128,2.000,9113,0.139053344727,946,78,0.076171875000,171,40.339323,0.133215162880
dp-d6-l256,24,des,16,65536,1024,6,256,4.000,10233,0.156143188477,1017,7,0.006835937500,137,53.647984,0.017746279621
dp-d6-l256,24,random,16,65536,1024,6,256,4.000,9508,0.145080566406,978,46,0.044921875000,171,43.683027,0.017746279621
dp-d8-l256,24,des,16,65536,1024,8,256,1.000,7276,0.111022949219,672,352,0.343750000000,28,108.255952,0.367159754892
dp-d8-l256,24,random,16,65536,1024,8,256,1.000,7255,0.110702514648,712,312,0.304687500000,47,119.369382,0.367159754892
dp-d8-l512,24,des,16,65536,1024,8,512,2.000,7530,0.114898681641,691,333,0.325195312500,28,113.054993,0.134806285612
dp-d8-l512,24,random,16,65536,1024,8,512,2.000,8362,0.127593994141,805,219,0.213867187500,47,139.416149,0.134806285612
dp-d8-l1024,24,des,16,65536,1024,8,1024,4.000,7530,0.114898681641,691,333,0.325195312500,28,113.054993,0.018172734641
dp-d8-l1024,24,random,16,65536,1024,8,1024,4.000,8362,0.127593994141,805,219,0.213867187500,47,139.416149,0.018172734641
dp-d4-l16,25,des,16,65536,1024,4,16,1.000,3808,0.058105468750,699,325,0.317382812500,462,6.861230,0.356074130452
dp-d4-l16,25,random,16,65536,1024,4,16,1.000,3737,0.057022094727,667,357,0.348632812500,446,7.187406,0.356074130452
dp-d4-l32,25,des,16,65536,1024,4,32,2.000,6325,0.096511840820,912,112,0.109375000000,483,10.703947,0.126788786377
dp-d4-l32,25,random,16,65536,1024,4,32,2.000,6315,0.096359252930,910,114,0.111328125000,464,11.439560,0.126788786377
dp-d4-l64,25,des,16,65536,1024,4,64,4.000,7480,0.114135742188,1017,7,0.006835937500,483,14.024582,0.016075396351
dp-d4-l64,25,random,16,65536,1024,4,64,4.000,7675,0.117111206055,1017,7,0.006835937500,466,14.787611,0.016075396351
dp-d6-l64,25,des,16,65536,1024,6,64,1.000,6275,0.095748901367,688,336,0.328125000000,142,27.145349,0.364986524244
dp-d6-l64,25,random,16,65536,1024,6,64,1.000,5935,0.090560913086,674,350,0.341796875000,142,28.296736,0.364986524244
dp-d6-l128,25,des,16,65536,1024,6,128,2.000,9163,0.139816284180,944,80,0.078125000000,142,44.113347,0.133215162880
dp-d6-l128,25,random,16,65536,1024,6,128,2.000,8846,0.134979248047,926,98,0.095703125000,142,45.467603,0.133215162880
dp-d6-l256,25,des,16,65536,1024,6,256,4.000,9977,0.152236938477,1021,3,0.002929687500,142,52.147894,0.017746279621
dp-d6-l256,25,random,16,65536,1024,6,256,4.000,9930,0.151519775391,1024,0,0.000000000000,142,56.178711,0.017746279621
dp-d8-l256,25,des,16,65536,1024,8,256,1.000,7201,0.109878540039,695,329,0.321289062500,32,108.188489,0.367159754892
dp-d8-l256,25,random,16,65536,1024,8,256,1.000,6955,0.106124877930,687,337,0.329101562500,36,98.475983,0.367159754892
dp-d8-l512,25,des,16,65536,1024,8,512,2.000,7467,0.113937377930,721,303,0.295898437500,32,114.384189,0.134806285612
dp-d8-l512,25,random,16,65536,1024,8,512,2.000,9409,0.143569946289,907,117,0.114257812500,36,157.148842,0.134806285612
dp-d8-l1024,25,des,16,65536,1024,8,1024,4.000,7467,0.113937377930,721,303,0.295898437500,32,114.384189,0.018172734641
dp-d8-l1024,25,random,16,65536,1024,8,1024,4.000,9504,0.145019531250,914,110,0.107421875000,36,159.977024,0.018172734641
dp-d4-l16,26,des,16,65536,1024,4,16,1.000,3676,0.056091308594,664,360,0.351562500000,445,7.016566,0.356074130452
dp-d4-l16,26,random,16,65536,1024,4,16,1.000,3951,0.060287475586,696,328,0.320312500000,467,7.051724,0.356074130452
dp-d4-l32,26,des,16,65536,1024,4,32,2.000,6263,0.095565795898,899,125,0.122070312500,477,11.144605,0.126788786377
dp-d4-l32,26,random,16,65536,1024,4,32,2.000,6679,0.101913452148,934,90,0.087890625000,496,11.122056,0.126788786377
dp-d4-l64,26,des,16,65536,1024,4,64,4.000,7434,0.113433837891,1009,15,0.014648437500,477,14.528246,0.016075396351
dp-d4-l64,26,random,16,65536,1024,4,64,4.000,7681,0.117202758789,1017,7,0.006835937500,497,13.668633,0.016075396351
dp-d6-l64,26,des,16,65536,1024,6,64,1.000,6460,0.098571777344,718,306,0.298828125000,165,28.082173,0.364986524244
dp-d6-l64,26,random,16,65536,1024,6,64,1.000,6444,0.098327636719,688,336,0.328125000000,146,29.289244,0.364986524244
dp-d6-l128,26,des,16,65536,1024,6,128,2.000,9018,0.137603759766,947,77,0.075195312500,165,43.068638,0.133215162880
dp-d6-l128,26,random,16,65536,1024,6,128,2.000,8973,0.136917114258,905,119,0.116210937500,146,42.893923,0.133215162880
dp-d6-l256,26,des,16,65536,1024,6,256,4.000,9873,0.150650024414,1021,3,0.002929687500,165,50.682664,0.017746279621
dp-d6-l256,26,random,16,65536,1024,6,256,4.000,9552,0.145751953125,958,66,0.064453125000,146,49.492693,0.017746279621
dp-d8-l256,26,des,16,65536,1024,8,256,1.000,7104,0.108398437500,701,323,0.315429687500,39,107.325250,0.367159754892
dp-d8-l256,26,random,16,65536,1024,8,256,1.000,8016,0.122314453125,763,261,0.254882812500,45,115.117955,0.367159754892
dp-d8-l512,26,des,16,65536,1024,8,512,2.000,7310,0.111541748047,720,304,0.296875000000,39,111.898611,0.134806285612
dp-d8-l512,26,random,16,65536,1024,8,512,2.000,9783,0.149276733398,923,101,0.098632812500,45,146.754063,0.134806285612
dp-d8-l1024,26,des,16,65536,1024,8,1024,4.000,7310,0.111541748047,720,304,0.296875000000,39,111.898611,0.018172734641
dp-d8-l1024,26,random,16,65536,1024,8,1024,4.000,9783,0.149276733398,923,101,0.098632812500,45,146.754063,0.018172734641
dp-d4-l16,27,des,16,65536,1024,4,16,1.000,3865,0.058975219727,646,378,0.369140625000,420,7.651703,0.356074130452
dp-d4-l16,27,random,16,65536,1024,4,16,1.000,3900,0.059509277344,707,317,0.309570312500,457,7.154173,0.356074130452
dp-d4-l32,27,des,16,65536,1024,4,32,2.000,6594,0.100616455078,892,132,0.128906250000,453,11.952915,0.126788786377
dp-d4-l32,27,random,16,65536,1024,4,32,2.000,6325,0.096511840820,928,96,0.093750000000,475,10.920259,0.126788786377
dp-d4-l64,27,des,16,65536,1024,4,64,4.000,8010,0.122222900391,1016,8,0.007812500000,454,15.854331,0.016075396351
dp-d4-l64,27,random,16,65536,1024,4,64,4.000,7454,0.113739013672,1012,12,0.011718750000,475,13.506917,0.016075396351
dp-d6-l64,27,des,16,65536,1024,6,64,1.000,6486,0.098968505859,670,354,0.345703125000,136,28.940299,0.364986524244
dp-d6-l64,27,random,16,65536,1024,6,64,1.000,6142,0.093719482422,679,345,0.336914062500,168,25.652430,0.364986524244
dp-d6-l128,27,des,16,65536,1024,6,128,2.000,9413,0.143630981445,934,90,0.087890625000,136,45.598501,0.133215162880
dp-d6-l128,27,random,16,65536,1024,6,128,2.000,7905,0.120620727539,852,172,0.167968750000,168,38.592723,0.133215162880
dp-d6-l256,27,des,16,65536,1024,6,256,4.000,10256,0.156494140625,1021,3,0.002929687500,136,54.542605,0.017746279621
dp-d6-l256,27,random,16,65536,1024,6,256,4.000,8712,0.132934570312,926,98,0.095703125000,168,48.614471,0.017746279621
dp-d8-l256,27,des,16,65536,1024,8,256,1.000,7285,0.111160278320,710,314,0.306640625000,36,106.838028,0.367159754892
dp-d8-l256,27,random,16,65536,1024,8,256,1.000,3762,0.057403564453,389,635,0.620117187500,42,62.169666,0.367159754892
dp-d8-l512,27,des,16,65536,1024,8,512,2.000,7539,0.115036010742,732,292,0.285156250000,36,112.076503,0.134806285612
dp-d8-l512,27,random,16,65536,1024,8,512,2.000,3762,0.057403564453,389,635,0.620117187500,42,62.169666,0.134806285612
dp-d8-l1024,27,des,16,65536,1024,8,1024,4.000,7539,0.115036010742,732,292,0.285156250000,36,112.076503,0.018172734641
dp-d8-l1024,27,random,16,65536,1024,8,1024,4.000,3762,0.057403564453,389,635,0.620117187500,42,62.169666,0.018172734641
dp-d4-l16,28,des,16,65536,1024,4,16,1.000,3753,0.057266235352,684,340,0.332031250000,458,6.807018,0.356074130452
dp-d4-l16,28,random,16,65536,1024,4,16,1.000,4047,0.061752319336,716,308,0.300781250000,479,7.074022,0.356074130452
dp-d4-l32,28,des,16,65536,1024,4,32,2.000,6089,0.092910766602,900,124,0.121093750000,479,10.616667,0.126788786377
dp-d4-l32,28,random,16,65536,1024,4,32,2.000,6471,0.098739624023,924,100,0.097656250000,507,10.624459,0.126788786377
dp-d4-l64,28,des,16,65536,1024,4,64,4.000,7461,0.113845825195,1015,9,0.008789062500,481,14.281773,0.016075396351
dp-d4-l64,28,random,16,65536,1024,4,64,4.000,7469,0.113967895508,1015,9,0.008789062500,509,13.478818,0.016075396351
dp-d6-l64,28,des,16,65536,1024,6,64,1.000,6220,0.094909667969,688,336,0.328125000000,157,27.764535,0.364986524244
dp-d6-l64,28,random,16,65536,1024,6,64,1.000,5836,0.089050292969,639,385,0.375976562500,157,25.089202,0.364986524244
dp-d6-l128,28,des,16,65536,1024,6,128,2.000,9068,0.138366699219,950,74,0.072265625000,157,45.366316,0.133215162880
dp-d6-l128,28,random,16,65536,1024,6,128,2.000,8534,0.130218505859,890,134,0.130859375000,157,43.940449,0.133215162880
dp-d6-l256,28,des,16,65536,1024,6,256,4.000,9904,0.151123046875,1021,3,0.002929687500,157,52.613124,0.017746279621
dp-d6-l256,28,random,16,65536,1024,6,256,4.000,9864,0.150512695312,1022,2,0.001953125000,157,58.167319,0.017746279621
dp-d8-l256,28,des,16,65536,1024,8,256,1.000,7410,0.113067626953,727,297,0.290039062500,41,104.601100,0.367159754892
dp-d8-l256,28,random,16,65536,1024,8,256,1.000,9587,0.146286010742,927,97,0.094726562500,40,118.371090,0.367159754892
dp-d8-l512,28,des,16,65536,1024,8,512,2.000,7590,0.115814208984,743,281,0.274414062500,41,108.231494,0.134806285612
dp-d8-l512,28,random,16,65536,1024,8,512,2.000,9650,0.147247314453,929,95,0.092773437500,40,118.697524,0.134806285612
dp-d8-l1024,28,des,16,65536,1024,8,1024,4.000,7590,0.115814208984,743,281,0.274414062500,41,108.231494,0.018172734641
dp-d8-l1024,28,random,16,65536,1024,8,1024,4.000,9650,0.147247314453,929,95,0.092773437500,40,118.697524,0.018172734641
dp-d4-l16,29,des,16,65536,1024,4,16,1.000,3867,0.059005737305,682,342,0.333984375000,449,7.243402,0.356074130452
dp-d4-l16,29,random,16,65536,1024,4,16,1.000,3606,0.055023193359,647,377,0.368164062500,425,7.171561,0.356074130452
dp-d4-l32,29,des,16,65536,1024,4,32,2.000,6322,0.096466064453,907,117,0.114257812500,467,11.136714,0.126788786377
dp-d4-l32,29,random,16,65536,1024,4,32,2.000,6239,0.095199584961,889,135,0.131835937500,445,11.404949,0.126788786377
dp-d4-l64,29,des,16,65536,1024,4,64,4.000,7532,0.114929199219,1015,9,0.008789062500,468,14.543842,0.016075396351
dp-d4-l64,29,random,16,65536,1024,4,64,4.000,7675,0.117111206055,1008,16,0.015625000000,445,15.300595,0.016075396351
dp-d6-l64,29,des,16,65536,1024,6,64,1.000,6178,0.094268798828,669,355,0.346679687500,161,27.802691,0.364986524244
dp-d6-l64,29,random,16,65536,1024,6,64,1.000,5419,0.082687377930,580,444,0.433593750000,134,27.481034,0.364986524244
dp-d6-l128,29,des,16,65536,1024,6,128,2.000,8962,0.136749267578,928,96,0.093750000000,161,44.378233,0.133215162880
dp-d6-l128,29,random,16,65536,1024,6,128,2.000,8415,0.128402709961,866,158,0.154296875000,134,48.058891,0.133215162880
dp-d6-l256,29,des,16,65536,1024,6,256,4.000,9949,0.151809692383,1021,3,0.002929687500,161,54.294809,0.017746279621
dp-d6-l256,29,random,16,65536,1024,6,256,4.000,9364,0.142883300781,962,62,0.060546875000,134,59.240125,0.017746279621
dp-d8-l256,29,des,16,65536,1024,8,256,1.000,7186,0.109649658203,685,339,0.331054687500,42,109.023358,0.367159754892
dp-d8-l256,29,random,16,65536,1024,8,256,1.000,3919,0.059799194336,383,641,0.625976562500,39,77.167102,0.367159754892
dp-d8-l512,29,des,16,65536,1024,8,512,2.000,7396,0.112854003906,699,325,0.317382812500,42,112.410587,0.134806285612
dp-d8-l512,29,random,16,65536,1024,8,512,2.000,3952,0.060302734375,384,640,0.625000000000,39,77.687500,0.134806285612
dp-d8-l1024,29,des,16,65536,1024,8,1024,4.000,7396,0.112854003906,699,325,0.317382812500,42,112.410587,0.018172734641
dp-d8-l1024,29,random,16,65536,1024,8,1024,4.000,3952,0.060302734375,384,640,0.625000000000,39,77.687500,0.018172734641
